id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
647,Vangis Coil α,7,waist,both,1,0,0,58,70,84,1,1,-3,2,-3
648,Vangis Greaves α,7,legs,both,0,0,0,58,70,84,1,1,-3,2,-3
649,Vangis Helm β,7,head,both,3,1,0,58,70,84,1,1,-3,2,-3
650,Vangis Mail β,7,chest,both,3,0,0,58,70,84,1,1,-3,2,-3
651,Vangis Vambraces β,7,arms,both,2,0,0,58,70,84,1,1,-3,2,-3
652,Vangis Coil β,7,waist,both,3,1,0,58,70,84,1,1,-3,2,-3
653,Vangis Greaves β,7,legs,both,1,1,0,58,70,84,1,1,-3,2,-3
654,Kulve Taroth's Fury α,8,head,both,1,0,0,72,78,92,4,-2,3,-4,-2
655,Kulve Taroth's Ire α,8,chest,both,1,0,0,72,78,92,4,-2,3,-4,-2
656,Kulve Taroth's Rage α,8,arms,both,1,0,0,72,78,92,4,-2,3,-4,-2
657,Kulve Taroth's Malice α,8,waist,both,1,0,0,72,78,92,4,-2,3,-4,-2
658,Kulve Taroth's Wrath α,8,legs,both,1,0,0,72,78,92,4,-2,3,-4,-2
659,Kulve Taroth's Fury β,8,head,both,2,1,0,72,78,92,4,-2,3,-4,-2
660,Kulve Taroth's Ire β,8,chest,both,3,1,0,72,78,92,4,-2,3,-4,-2
661,Kulve Taroth's Rage β,8,arms,both,3,1,0,72,78,92,4,-2,3,-4,-2
662,Kulve Taroth's Malice β,8,waist,both,3,1,0,72,78,92,4,-2,3,-4,-2
663,Kulve Taroth's Wrath β,8,legs,both,2,1,0,72,78,92,4,-2,3,-4,-2
679,Empress Crown α,8,head,both,3,1,0,70,76,90,3,1,1,-3,-2
680,Empress Mail α,8,chest,both,1,1,0,70,76,90,3,1,1,-3,-2
681,Empress Vambraces α,8,arms,both,3,0,0,70,76,90,3,1,1,-3,-2
682,Empress Coil α,8,waist,both,2,1,0,70,76,90,3,1,1,-3,-2
683,Empress Greaves α,8,legs,both,2,1,0,70,76,90,3,1,1,-3,-2
684,Empress Crown β,8,head,both,3,2,0,70,76,90,3,1,1,-3,-2
685,Empress Mail β,8,chest,both,1,1,1,70,76,90,3,1,1,-3,-2
686,Empress Vambraces β,8,arms,both,3,2,0,70,76,90,3,1,1,-3,-2
687,Empress Coil β,8,waist,both,2,2,0,70,76,90,3,1,1,-3,-2
688,Empress Greaves β,8,legs,both,2,2,0,70,76,90,3,1,1,-3,-2
664,Blossom Headgear α,5,head,both,1,1,0,40,62,78,1,1,4,1,1
665,Blossom Vest α,5,chest,both,1,1,0,40,62,78,1,1,4,1,1
666,Blossom Cuffs α,5,arms,both,1,1,0,40,62,78,1,1,4,1,1
667,Blossom Coat α,5,waist,both,1,1,0,40,62,78,1,1,4,1,1
668,Blossom Boots α,5,legs,both,1,1,0,40,62,78,1,1,4,1,1
748,Diver's Mask α,5,head,both,2,0,0,46,68,84,1,4,1,1,1
749,Diver's Suit α,5,chest,both,2,0,0,46,68,84,1,4,1,1,1
750,Diver's Braces α,5,arms,both,2,0,0,46,68,84,1,4,1,1,1
751,Diver's Belt α,5,waist,both,2,0,0,46,68,84,1,4,1,1,1
752,Diver's Boots α,5,legs,both,2,0,0,46,68,84,1,4,1,1,1
703,Harvest Flor α,6,head,both,2,1,0,52,72,84,4,1,1,1,1
704,Harvest Tronco α,6,chest,both,2,1,0,52,72,84,4,1,1,1,1
705,Harvest Trama α,6,arms,both,2,1,0,52,72,84,4,1,1,1,1
706,Harvest Hoja α,6,waist,both,2,1,0,52,72,84,4,1,1,1,1
707,Harvest Raiz α,6,legs,both,2,1,0,52,72,84,4,1,1,1,1
708,Orion Cap α,6,head,both,3,1,0,58,78,90,1,1,1,4,1
709,Orion Vest α,6,chest,both,3,0,0,58,78,90,1,1,1,4,1
710,Orion Vambraces α,6,arms,both,3,1,0,58,78,90,1,1,1,4,1
711,Orion Coat α,6,waist,both,3,1,0,58,78,90,1,1,1,4,1
712,Orion Boots α,6,legs,both,3,1,0,58,78,90,1,1,1,4,1
723,Gala Suit Top Hat α,7,head,both,2,1,1,64,76,90,1,1,1,1,4
724,Gala Suit Jacket α,7,chest,both,2,1,1,64,76,90,1,1,1,1,4
725,Gala Suit Cuffs α,7,arms,both,2,1,1,64,76,90,1,1,1,1,4
726,Gala Suit Tail α,7,waist,both,3,1,1,64,76,90,1,1,1,1,4
732,Gala Suit Slacks α,7,legs,both,3,1,1,64,76,90,1,1,1,1,4
219,Butterfly Vertex α,5,head,male,1,0,0,42,64,80,-1,-1,2,0,2
220,Butterfly Thorax α,5,chest,male,0,0,0,42,64,80,-1,-1,2,0,2
221,Butterfly Brachia α,5,arms,male,0,0,0,42,64,80,-1,-1,2,0,2
222,Butterfly Elytra α,5,waist,male,1,0,0,42,64,80,-1,-1,2,0,2
223,Butterfly Crura α,5,legs,male,0,0,0,42,64,80,-1,-1,2,0,2
224,Butterfly Vertex β,5,head,male,2,0,0,42,64,80,-1,-1,2,0,2
225,Butterfly Thorax β,5,chest,male,1,0,0,42,64,80,-1,-1,2,0,2
226,Butterfly Brachia β,5,arms,male,1,0,0,42,64,80,-1,-1,2,0,2
227,Butterfly Elytra β,5,waist,male,3,0,0,42,64,80,-1,-1,2,0,2
228,Butterfly Crura β,5,legs,male,1,0,0,42,64,80,-1,-1,2,0,2
713,Vaal Hazak Helm γ,8,head,both,3,0,0,72,78,92,-4,4,1,-1,-3
714,Vaal Hazak Mail γ,8,chest,both,3,0,0,72,78,92,-4,4,1,-1,-3
715,Vaal Hazak Braces γ,8,arms,both,3,2,0,72,78,92,-4,4,1,-1,-3
716,Vaal Hazak Coil γ,8,waist,both,2,1,1,72,78,92,-4,4,1,-1,-3
717,Vaal Hazak Greaves γ,8,legs,both,3,1,0,72,78,92,-4,4,1,-1,-3
669,Kirin Horn γ,8,head,both,2,0,0,72,78,92,-3,-2,4,-2,2
670,Kirin Jacket γ,8,chest,both,1,1,0,72,78,92,-3,-2,4,-2,2
671,Kirin Longarms γ,8,arms,both,2,2,0,72,78,92,-3,-2,4,-2,2
672,Kirin Hoop γ,8,waist,both,1,1,0,72,78,92,-3,-2,4,-2,2
673,Kirin Leg Guards γ,8,legs,both,3,0,0,72,78,92,-3,-2,4,-2,2
733,Kaiser Crown γ,8,head,both,2,2,0,72,78,92,3,-3,1,-3,1
734,Kaiser Mail γ,8,chest,both,2,0,0,72,78,92,3,-3,1,-3,1
735,Kaiser Vambraces γ,8,arms,both,3,0,0,72,78,92,3,-3,1,-3,1
736,Kaiser Coil γ,8,waist,both,1,1,0,72,78,92,3,-3,1,-3,1
737,Kaiser Greaves γ,8,legs,both,3,1,0,72,78,92,3,-3,1,-3,1
753,Kushala Glare γ,8,head,both,2,0,0,72,78,92,0,2,-3,4,-2
754,Kushala Cista γ,8,chest,both,2,0,0,72,78,92,0,2,-3,4,-2
755,Kushala Grip γ,8,arms,both,1,1,1,72,78,92,0,2,-3,4,-2
756,Kushala Cocoon γ,8,waist,both,1,1,0,72,78,92,0,2,-3,4,-2
757,Kushala Crus γ,8,legs,both,3,0,0,72,78,92,0,2,-3,4,-2
778,Nergigante Helm γ,8,head,both,2,2,0,72,78,92,1,1,-3,1,-3
779,Nergigante Mail γ,8,chest,both,3,2,1,72,78,92,1,1,-3,1,-3
780,Nergigante Vambraces γ,8,arms,both,2,1,1,72,78,92,1,1,-3,1,-3
781,Nergigante Coil γ,8,waist,both,3,1,0,72,78,92,1,1,-3,1,-3
782,Nergigante Greaves γ,8,legs,both,2,2,0,72,78,92,1,1,-3,1,-3
763,Zorah Headgear γ,8,head,both,2,0,0,72,78,92,4,-3,-1,-2,-3
764,Zorah Hide γ,8,chest,both,1,1,1,72,78,92,4,-3,-1,-2,-3
765,Zorah Claws γ,8,arms,both,3,1,0,72,78,92,4,-3,-1,-2,-3
766,Zorah Spine γ,8,waist,both,3,2,0,72,78,92,4,-3,-1,-2,-3
767,Zorah Spurs γ,8,legs,both,3,2,0,72,78,92,4,-3,-1,-2,-3
768,Xeno'jiiva Headgear γ,8,head,both,2,1,1,72,78,92,-3,2,2,2,-4
769,Xeno'jiiva Hide γ,8,chest,both,1,1,0,72,78,92,-3,2,2,2,-4
770,Xeno'jiiva Claws γ,8,arms,both,2,2,1,72,78,92,-3,2,2,2,-4
771,Xeno'jiiva Spine γ,8,waist,both,3,1,0,72,78,92,-3,2,2,2,-4
772,Xeno'jiiva Spurs γ,8,legs,both,2,1,1,72,78,92,-3,2,2,2,-4
758,Empress Crown γ,8,head,both,1,1,1,70,76,90,3,1,1,-3,-2
759,Empress Mail γ,8,chest,both,3,0,0,70,76,90,3,1,1,-3,-2
760,Empress Vambraces γ,8,arms,both,3,1,0,70,76,90,3,1,1,-3,-2
761,Empress Coil γ,8,waist,both,3,0,0,70,76,90,3,1,1,-3,-2
762,Empress Greaves γ,8,legs,both,3,0,0,70,76,90,3,1,1,-3,-2
773,Kulve Taroth's Fury γ,8,head,both,3,1,1,72,78,92,4,-2,3,-4,-2
774,Kulve Taroth's Ire γ,8,chest,both,1,0,0,72,78,92,4,-2,3,-4,-2
775,Kulve Taroth's Rage γ,8,arms,both,1,0,0,72,78,92,4,-2,3,-4,-2
776,Kulve Taroth's Malice γ,8,waist,both,3,0,0,72,78,92,4,-2,3,-4,-2
777,Kulve Taroth's Wrath γ,8,legs,both,3,1,0,72,78,92,4,-2,3,-4,-2
738,Azure Starlord Crown α,7,head,both,3,0,0,56,68,82,2,2,0,0,3
739,Azure Starlord Armor α,7,chest,both,2,0,0,56,68,82,2,2,0,0,3
740,Azure Starlord Gauntlets α,7,arms,both,3,0,0,56,68,82,2,2,0,0,3
741,Azure Starlord Tassets α,7,waist,both,2,0,0,56,68,82,2,2,0,0,3
742,Azure Starlord Guards α,7,legs,both,3,0,0,56,68,82,2,2,0,0,3
674,Dante's Hair α,8,head,both,1,0,0,64,70,84,3,-3,3,-3,3
675,Dante's Coat α,8,chest,both,3,0,0,64,70,84,3,-3,3,-3,3
676,Dante's Gloves α,8,arms,both,3,0,0,64,70,84,3,-3,3,-3,3
677,Dante's Belt α,8,waist,both,3,0,0,64,70,84,3,-3,3,-3,3
678,Dante's Leather Boots α,8,legs,both,1,1,0,64,70,84,3,-3,3,-3,3
718,Drachen Armet α,8,head,both,3,1,0,72,78,92,-2,-2,3,-2,4
719,Drachen Mail α,8,chest,both,3,0,0,72,78,92,-2,-2,3,-2,4
720,Drachen Vambraces α,8,arms,both,2,2,0,72,78,92,-2,-2,3,-2,4
721,Drachen Coil α,8,waist,both,3,0,0,72,78,92,-2,-2,3,-2,4
722,Drachen Greaves α,8,legs,both,2,0,0,72,78,92,-2,-2,3,-2,4
689,Sealed Eyepatch α,5,head,both,2,1,0,46,68,84,3,2,0,2,0
690,Shadow Shades α,5,head,both,1,1,1,46,68,84,4,0,4,2,0
691,Kulu-Ya-Ku Head α,5,head,both,3,1,0,46,68,84,2,0,2,3,2
692,Wiggler Head α,5,head,both,1,1,0,46,68,84,0,4,0,0,4
783,Bone Helm α+,9,head,both,3,0,0,114,152,172,2,0,2,0,2
784,Bone Mail α+,9,chest,both,2,0,0,114,152,172,2,0,2,0,2
785,Bone Vambraces α+,9,arms,both,2,0,0,114,152,172,2,0,2,0,2
786,Bone Coil α+,9,waist,both,3,0,0,114,152,172,2,0,2,0,2
787,Bone Greaves α+,9,legs,both,3,0,0,114,152,172,2,0,2,0,2
788,Bone Helm β+,9,head,both,4,0,0,114,152,172,2,0,2,0,2
789,Bone Mail β+,9,chest,both,4,1,0,114,152,172,2,0,2,0,2
790,Bone Vambraces β+,9,arms,both,4,1,0,114,152,172,2,0,2,0,2
791,Bone Coil β+,9,waist,both,4,1,0,114,152,172,2,0,2,0,2
792,Bone Greaves β+,9,legs,both,4,0,0,114,152,172,2,0,2,0,2
793,Alloy Helm α+,9,head,both,2,0,0,114,152,172,-2,0,-2,-2,0
794,Alloy Mail α+,9,chest,both,3,0,0,114,152,172,-2,0,-2,-2,0
795,Alloy Vambraces α+,9,arms,both,3,0,0,114,152,172,-2,0,-2,-2,0
796,Alloy Coil α+,9,waist,both,3,0,0,114,152,172,-2,0,-2,-2,0
797,Alloy Greaves α+,9,legs,both,3,0,0,114,152,172,-2,0,-2,-2,0
798,Alloy Helm β+,9,head,both,4,1,0,114,152,172,-2,0,-2,-2,0
799,Alloy Mail β+,9,chest,both,4,1,0,114,152,172,-2,0,-2,-2,0
800,Alloy Vambraces β+,9,arms,both,4,1,0,114,152,172,-2,0,-2,-2,0
801,Alloy Coil β+,9,waist,both,4,0,0,114,152,172,-2,0,-2,-2,0
802,Alloy Greaves β+,9,legs,both,4,0,0,114,152,172,-2,0,-2,-2,0
803,Vespoid Helm α+,9,head,both,3,0,0,116,154,174,-2,1,1,1,2
804,Vespoid Mail α+,9,chest,both,2,1,0,116,154,174,-2,1,1,1,2
805,Vespoid Vambraces α+,9,arms,both,3,0,0,116,154,174,-2,1,1,1,2
806,Vespoid Coil α+,9,waist,both,3,0,0,116,154,174,-2,1,1,1,2
807,Vespoid Greaves α+,9,legs,both,3,0,0,116,154,174,-2,1,1,1,2
808,Vespoid Helm β+,9,head,both,4,1,0,116,154,174,-2,1,1,1,2
809,Vespoid Mail β+,9,chest,both,4,1,0,116,154,174,-2,1,1,1,2
810,Vespoid Vambraces β+,9,arms,both,4,1,0,116,154,174,-2,1,1,1,2
811,Vespoid Coil β+,9,waist,both,4,1,0,116,154,174,-2,1,1,1,2
812,Vespoid Greaves β+,9,legs,both,4,1,0,116,154,174,-2,1,1,1,2
813,Hornetaur Helm α+,9,head,both,2,0,0,116,154,174,-1,-1,0,0,2
814,Hornetaur Mail α+,9,chest,both,2,1,0,116,154,174,-1,-1,0,0,2
815,Hornetaur Vambraces α+,9,arms,both,3,0,0,116,154,174,-1,-1,0,0,2
816,Hornetaur Coil α+,9,waist,both,2,0,0,116,154,174,-1,-1,0,0,2
817,Hornetaur Greaves α+,9,legs,both,2,1,0,116,154,174,-1,-1,0,0,2
818,Hornetaur Helm β+,9,head,both,4,0,0,116,154,174,-1,-1,0,0,2
819,Hornetaur Mail β+,9,chest,both,4,2,1,116,154,174,-1,-1,0,0,2
820,Hornetaur Vambraces β+,9,arms,both,4,2,0,116,154,174,-1,-1,0,0,2
821,Hornetaur Coil β+,9,waist,both,4,1,0,116,154,174,-1,-1,0,0,2
822,Hornetaur Greaves β+,9,legs,both,4,1,0,116,154,174,-1,-1,0,0,2
823,Kestodon Guards α+,9,arms,both,1,1,0,116,154,174,4,0,0,0,0
824,Kestodon Guards β+,9,arms,both,4,1,0,116,154,174,4,0,0,0,0
825,Gajau Boots α+,9,legs,both,2,1,0,116,154,174,0,5,0,0,0
826,Gajau Boots β+,9,legs,both,4,1,0,116,154,174,0,5,0,0,0
827,Shamos Goggles α+,9,head,both,2,1,0,116,154,174,2,2,0,-3,0
828,Shamos Goggles β+,9,head,both,4,2,0,116,154,174,2,2,0,-3,0
829,Gastodon Horn α+,9,head,both,1,0,0,116,154,174,3,0,0,0,0
830,Gastodon Horn β+,9,head,both,4,1,0,116,154,174,3,0,0,0,0
831,Barnos Jacket α+,9,chest,both,2,2,0,116,154,174,1,1,0,1,-2
832,Barnos Jacket β+,9,chest,both,4,2,0,116,154,174,1,1,0,1,-2
833,Wulg Scarf α+,9,head,both,2,1,0,116,154,174,-3,2,-2,3,2
834,Wulg Scarf β+,9,head,both,4,1,0,116,154,174,-3,2,-2,3,2
835,Cortos Cape α+,9,chest,both,1,1,0,116,154,174,-3,2,0,2,0
836,Cortos Cape β+,9,chest,both,4,0,0,116,154,174,-3,2,0,2,0
837,Jagras Helm α+,9,head,both,2,0,0,116,154,174,-2,2,-1,-1,1
838,Jagras Mail α+,9,chest,both,3,0,0,116,154,174,-2,2,-1,-1,1
839,Jagras Vambraces α+,9,arms,both,2,0,0,116,154,174,-2,2,-1,-1,1
840,Jagras Coil α+,9,waist,both,2,1,0,116,154,174,-2,2,-1,-1,1
841,Jagras Greaves α+,9,legs,both,2,1,0,116,154,174,-2,2,-1,-1,1
842,Jagras Helm β+,9,head,both,4,1,0,116,154,174,-2,2,-1,-1,1
843,Jagras Mail β+,9,chest,both,4,0,0,116,154,174,-2,2,-1,-1,1
844,Jagras Vambraces β+,9,arms,both,4,0,0,116,154,174,-2,2,-1,-1,1
845,Jagras Coil β+,9,waist,both,4,1,0,116,154,174,-2,2,-1,-1,1
846,Jagras Greaves β+,9,legs,both,4,1,0,116,154,174,-2,2,-1,-1,1
847,Tzitzi Headgear α+,9,head,both,2,1,0,116,154,174,0,0,-3,-2,0
848,Tzitzi Mail α+,9,chest,both,1,1,0,116,154,174,0,0,-3,-2,0
849,Tzitzi Vambraces α+,9,arms,both,2,0,0,116,154,174,0,0,-3,-2,0
850,Tzitzi Coil α+,9,waist,both,2,0,0,116,154,174,0,0,-3,-2,0
851,Tzitzi Greaves α+,9,legs,both,3,0,0,116,154,174,0,0,-3,-2,0
852,Tzitzi Headgear β+,9,head,both,4,1,0,116,154,174,0,0,-3,-2,0
853,Tzitzi Mail β+,9,chest,both,4,1,0,116,154,174,0,0,-3,-2,0
854,Tzitzi Vambraces β+,9,arms,both,4,0,0,116,154,174,0,0,-3,-2,0
855,Tzitzi Coil β+,9,waist,both,4,1,0,116,154,174,0,0,-3,-2,0
856,Tzitzi Greaves β+,9,legs,both,4,0,0,116,154,174,0,0,-3,-2,0
857,Girros Headgear α+,9,head,both,2,0,0,116,154,174,0,-3,2,0,1
858,Girros Mail α+,9,chest,both,2,0,0,116,154,174,0,-3,2,0,1
859,Girros Vambraces α+,9,arms,both,1,0,0,116,154,174,0,-3,2,0,1
860,Girros Coil α+,9,waist,both,3,0,0,116,154,174,0,-3,2,0,1
861,Girros Greaves α+,9,legs,both,1,0,0,116,154,174,0,-3,2,0,1
862,Girros Headgear β+,9,head,both,4,0,0,116,154,174,0,-3,2,0,1
863,Girros Mail β+,9,chest,both,4,2,0,116,154,174,0,-3,2,0,1
864,Girros Vambraces β+,9,arms,both,4,0,0,116,154,174,0,-3,2,0,1
865,Girros Coil β+,9,waist,both,4,2,0,116,154,174,0,-3,2,0,1
866,Girros Greaves β+,9,legs,both,4,0,0,116,154,174,0,-3,2,0,1
867,Dodogama Helm α+,9,head,both,3,0,0,120,158,178,2,0,-3,0,2
868,Dodogama Mail α+,9,chest,both,2,0,0,120,158,178,2,0,-3,0,2
869,Dodogama Vambraces α+,9,arms,both,2,0,0,120,158,178,2,0,-3,0,2
870,Dodogama Coil α+,9,waist,both,2,1,0,120,158,178,2,0,-3,0,2
871,Dodogama Greaves α+,9,legs,both,2,1,0,120,158,178,2,0,-3,0,2
872,Dodogama Helm β+,9,head,both,4,0,0,120,158,178,2,0,-3,0,2
873,Dodogama Mail β+,9,chest,both,4,0,0,120,158,178,2,0,-3,0,2
874,Dodogama Vambraces β+,9,arms,both,4,0,0,120,158,178,2,0,-3,0,2
875,Dodogama Coil β+,9,waist,both,4,1,0,120,158,178,2,0,-3,0,2
876,Dodogama Greaves β+,9,legs,both,4,1,0,120,158,178,2,0,-3,0,2
877,Kulu Headpiece α+,9,head,both,1,0,0,116,154,174,0,-3,0,1,0
878,Kulu Mail α+,9,chest,both,2,0,0,116,154,174,0,-3,0,1,0
879,Kulu Vambraces α+,9,arms,both,1,1,0,116,154,174,0,-3,0,1,0
880,Kulu Coil α+,9,waist,both,3,0,0,116,154,174,0,-3,0,1,0
881,Kulu Greaves α+,9,legs,both,2,0,0,116,154,174,0,-3,0,1,0
882,Kulu Headpiece β+,9,head,both,4,0,0,116,154,174,0,-3,0,1,0
883,Kulu Mail β+,9,chest,both,4,0,0,116,154,174,0,-3,0,1,0
884,Kulu Vambraces β+,9,arms,both,4,0,0,116,154,174,0,-3,0,1,0
885,Kulu Coil β+,9,waist,both,4,1,0,116,154,174,0,-3,0,1,0
886,Kulu Greaves β+,9,legs,both,4,0,0,116,154,174,0,-3,0,1,0
887,Pukei Hat α+,9,head,both,2,2,0,118,156,176,0,3,-3,0,1
888,Pukei Mail α+,9,chest,both,2,0,0,118,156,176,0,3,-3,0,1
889,Pukei Vambraces α+,9,arms,both,1,0,0,118,156,176,0,3,-3,0,1
890,Pukei Coil α+,9,waist,both,3,0,0,118,156,176,0,3,-3,0,1
891,Pukei Greaves α+,9,legs,both,3,0,0,118,156,176,0,3,-3,0,1
892,Pukei Hat β+,9,head,both,4,1,1,118,156,176,0,3,-3,0,1
893,Pukei Mail β+,9,chest,both,4,0,0,118,156,176,0,3,-3,0,1
894,Pukei Vambraces β+,9,arms,both,4,0,0,118,156,176,0,3,-3,0,1
895,Pukei Coil β+,9,waist,both,4,1,0,118,156,176,0,3,-3,0,1
896,Pukei Greaves β+,9,legs,both,4,2,0,118,156,176,0,3,-3,0,1
897,Pukei Lagoon Hat α+,9,head,both,1,0,0,132,170,190,0,3,-2,-3,0
898,Pukei Lagoon Mail α+,9,chest,both,2,0,0,132,170,190,0,3,-2,-3,0
899,Pukei Lagoon Braces α+,9,arms,both,1,0,0,132,170,190,0,3,-2,-3,0
900,Pukei Lagoon Coil α+,9,waist,both,2,0,0,132,170,190,0,3,-2,-3,0
901,Pukei Lagoon Greaves α+,9,legs,both,1,0,0,132,170,190,0,3,-2,-3,0
902,Pukei Lagoon Hat β+,9,head,both,4,0,0,132,170,190,0,3,-2,-3,0
903,Pukei Lagoon Mail β+,9,chest,both,4,1,0,132,170,190,0,3,-2,-3,0
904,Pukei Lagoon Braces β+,9,arms,both,4,1,0,132,170,190,0,3,-2,-3,0
905,Pukei Lagoon Coil β+,9,waist,both,4,0,0,132,170,190,0,3,-2,-3,0
906,Pukei Lagoon Greaves β+,9,legs,both,4,1,0,132,170,190,0,3,-2,-3,0
907,Barroth Helm α+,9,head,both,2,0,0,118,156,176,-3,-1,3,-1,0
908,Barroth Mail α+,9,chest,both,1,1,0,118,156,176,-3,-1,3,-1,0
909,Barroth Vambraces α+,9,arms,both,3,1,0,118,156,176,-3,-1,3,-1,0
910,Barroth Coil α+,9,waist,both,1,0,0,118,156,176,-3,-1,3,-1,0
911,Barroth Greaves α+,9,legs,both,3,1,0,118,156,176,-3,-1,3,-1,0
912,Barroth Helm β+,9,head,both,4,1,0,118,156,176,-3,-1,3,-1,0
913,Barroth Mail β+,9,chest,both,4,1,0,118,156,176,-3,-1,3,-1,0
914,Barroth Vambraces β+,9,arms,both,4,2,0,118,156,176,-3,-1,3,-1,0
915,Barroth Coil β+,9,waist,both,4,0,0,118,156,176,-3,-1,3,-1,0
916,Barroth Greaves β+,9,legs,both,4,2,1,118,156,176,-3,-1,3,-1,0
917,Jyura Helm α+,9,head,both,1,1,0,118,156,176,-1,2,-3,0,0
918,Jyura Mail α+,9,chest,both,2,0,0,118,156,176,-1,2,-3,0,0
919,Jyura Vambraces α+,9,arms,both,2,1,0,118,156,176,-1,2,-3,0,0
920,Jyura Coil α+,9,waist,both,3,0,0,118,156,176,-1,2,-3,0,0
921,Jyura Greaves α+,9,legs,both,2,0,0,118,156,176,-1,2,-3,0,0
922,Jyura Helm β+,9,head,both,4,1,0,118,156,176,-1,2,-3,0,0
923,Jyura Mail β+,9,chest,both,4,0,0,118,156,176,-1,2,-3,0,0
924,Jyura Vambraces β+,9,arms,both,4,2,0,118,156,176,-1,2,-3,0,0
925,Jyura Coil β+,9,waist,both,4,1,0,118,156,176,-1,2,-3,0,0
926,Jyura Greaves β+,9,legs,both,4,1,0,118,156,176,-1,2,-3,0,0
927,Beo Helm α+,9,head,both,2,0,0,118,156,176,-3,0,-2,3,2
928,Beo Mail α+,9,chest,both,3,0,0,118,156,176,-3,0,-2,3,2
929,Beo Vambraces α+,9,arms,both,3,0,0,118,156,176,-3,0,-2,3,2
930,Beo Coil α+,9,waist,both,2,0,0,118,156,176,-3,0,-2,3,2
931,Beo Greaves α+,9,legs,both,2,0,0,118,156,176,-3,0,-2,3,2
932,Beo Helm β+,9,head,both,4,1,0,118,156,176,-3,0,-2,3,2
933,Beo Mail β+,9,chest,both,4,2,0,118,156,176,-3,0,-2,3,2
934,Beo Vambraces β+,9,arms,both,4,0,0,118,156,176,-3,0,-2,3,2
935,Beo Coil β+,9,waist,both,4,1,0,118,156,176,-3,0,-2,3,2
936,Beo Greaves β+,9,legs,both,4,0,0,118,156,176,-3,0,-2,3,2
937,Kadachi Hat α+,9,head,both,2,0,0,120,158,178,0,-3,3,0,0
938,Kadachi Mail α+,9,chest,both,2,1,0,120,158,178,0,-3,3,0,0
939,Kadachi Vambraces α+,9,arms,both,2,0,0,120,158,178,0,-3,3,0,0
940,Kadachi Coil α+,9,waist,both,3,1,0,120,158,178,0,-3,3,0,0
941,Kadachi Greaves α+,9,legs,both,3,1,0,120,158,178,0,-3,3,0,0
942,Kadachi Hat β+,9,head,both,4,1,0,120,158,178,0,-3,3,0,0
943,Kadachi Mail β+,9,chest,both,4,2,0,120,158,178,0,-3,3,0,0
944,Kadachi Vambraces β+,9,arms,both,4,2,0,120,158,178,0,-3,3,0,0
945,Kadachi Coil β+,9,waist,both,4,1,0,120,158,178,0,-3,3,0,0
946,Kadachi Greaves β+,9,legs,both,4,1,1,120,158,178,0,-3,3,0,0
947,Viper Kadachi Hat α+,9,head,both,1,0,0,132,170,190,1,3,-3,-2,1
948,Viper Kadachi Mail α+,9,chest,both,1,1,0,132,170,190,1,3,-3,-2,1
949,Viper Kadachi Braces α+,9,arms,both,2,0,0,132,170,190,1,3,-3,-2,1
950,Viper Kadachi Coil α+,9,waist,both,2,0,0,132,170,190,1,3,-3,-2,1
951,Viper Kadachi Greaves α+,9,legs,both,2,0,0,132,170,190,1,3,-3,-2,1
952,Viper Kadachi Hat β+,9,head,both,4,0,0,132,170,190,1,3,-3,-2,1
953,Viper Kadachi Mail β+,9,chest,both,4,1,0,132,170,190,1,3,-3,-2,1
954,Viper Kadachi Braces β+,9,arms,both,4,0,0,132,170,190,1,3,-3,-2,1
955,Viper Kadachi Coil β+,9,waist,both,4,1,0,132,170,190,1,3,-3,-2,1
956,Viper Kadachi Greaves β+,9,legs,both,4,1,0,132,170,190,1,3,-3,-2,1
957,High Metal Helm α+,9,head,both,2,0,0,128,166,186,0,-1,-2,3,0
958,High Metal Mail α+,9,chest,both,2,0,0,128,166,186,0,-1,-2,3,0
959,High Metal Braces α+,9,arms,both,2,1,0,128,166,186,0,-1,-2,3,0
960,High Metal Coil α+,9,waist,both,2,2,0,128,166,186,0,-1,-2,3,0
961,High Metal Greaves α+,9,legs,both,2,2,1,128,166,186,0,-1,-2,3,0
962,High Metal Helm β+,9,head,both,4,1,0,128,166,186,0,-1,-2,3,0
963,High Metal Mail β+,9,chest,both,4,1,0,128,166,186,0,-1,-2,3,0
964,High Metal Braces β+,9,arms,both,4,1,0,128,166,186,0,-1,-2,3,0
965,High Metal Coil β+,9,waist,both,4,2,0,128,166,186,0,-1,-2,3,0
966,High Metal Greaves β+,9,legs,both,4,3,0,128,166,186,0,-1,-2,3,0
967,Banbaro Helm α+,9,head,both,2,0,0,130,168,188,-2,2,-1,3,-3
968,Banbaro Mail α+,9,chest,both,3,0,0,130,168,188,-2,2,-1,3,-3
969,Banbaro Vambraces α+,9,arms,both,2,0,0,130,168,188,-2,2,-1,3,-3
970,Banbaro Coil α+,9,waist,both,3,0,0,130,168,188,-2,2,-1,3,-3
971,Banbaro Greaves α+,9,legs,both,3,0,0,130,168,188,-2,2,-1,3,-3
972,Banbaro Helm β+,9,head,both,4,1,0,130,168,188,-2,2,-1,3,-3
973,Banbaro Mail β+,9,chest,both,4,1,0,130,168,188,-2,2,-1,3,-3
974,Banbaro Vambraces β+,9,arms,both,4,0,0,130,168,188,-2,2,-1,3,-3
